19:29:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:56: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:57: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:58: Latitude: 37.6928025, Longitude: -97.33805783333334
19:36:59: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:00: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:01: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:02: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:03: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:04: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:05: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:06: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:07: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:08: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:09: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:10: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:11: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:12: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:13: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:14: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:15: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:16: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:17: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:18: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:19: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:20: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:21: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:22: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:23: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:24: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:26: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:27: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:28: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:29: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:30: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:31: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:32: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:33: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:34: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:35: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:36: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:37: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:38: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:39: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:40: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:56: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:57: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:58: Latitude: 37.6928025, Longitude: -97.33805783333334
19:37:59: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:00: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:01: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:02: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:03: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:04: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:05: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:06: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:07: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:08: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:09: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:10: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:11: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:12: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:13: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:14: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:15: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:16: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:17: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:18: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:19: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:20: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:21: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:22: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:23: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:24: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:26: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:27: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:28: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:29: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:30: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:31: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:32: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:33: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:34: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:35: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:36: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:37: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:38: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:39: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:40: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:56: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:57: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:58: Latitude: 37.6928025, Longitude: -97.33805783333334
19:38:59: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:00: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:01: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:02: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:03: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:04: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:05: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:06: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:07: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:08: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:09: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:10: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:11: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:12: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:13: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:14: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:15: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:16: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:17: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:18: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:19: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:20: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:21: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:22: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:23: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:24: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:26: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:27: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:28: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:29: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:30: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:31: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:32: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:33: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:34: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:35: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:36: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:37: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:38: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:39: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:40: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:56: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:57: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:58: Latitude: 37.6928025, Longitude: -97.33805783333334
19:39:59: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:00: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:01: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:02: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:03: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:04: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:05: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:06: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:07: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:08: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:09: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:10: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:11: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:12: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:13: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:14: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:15: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:16: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:17: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:18: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:19: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:20: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:21: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:22: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:23: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:24: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:26: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:27: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:28: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:29: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:30: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:31: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:32: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:33: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:34: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:35: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:36: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:37: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:38: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:39: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:40: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:56: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:57: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:58: Latitude: 37.6928025, Longitude: -97.33805783333334
19:40:59: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:00: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:01: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:02: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:03: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:04: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:05: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:06: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:07: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:08: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:09: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:10: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:11: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:12: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:13: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:14: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:15: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:16: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:17: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:18: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:19: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:20: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:21: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:22: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:23: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:24: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:26: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:27: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:28: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:29: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:30: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:31: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:32: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:33: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:34: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:35: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:36: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:37: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:38: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:39: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:40: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:56: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:57: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:58: Latitude: 37.6928025, Longitude: -97.33805783333334
19:41:59: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:00: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:01: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:02: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:03: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:04: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:05: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:06: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:07: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:08: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:09: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:10: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:11: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:12: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:13: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:14: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:15: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:16: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:17: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:18: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:19: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:20: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:21: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:22: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:23: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:24: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:26: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:27: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:28: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:29: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:30: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:31: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:32: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:33: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:34: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:35: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:36: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:37: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:38: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:39: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:40: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:56: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:57: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:58: Latitude: 37.6928025, Longitude: -97.33805783333334
19:42:59: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:00: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:01: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:02: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:03: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:04: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:05: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:06: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:07: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:08: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:09: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:10: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:11: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:12: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:13: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:14: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:15: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:16: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:17: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:18: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:19: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:20: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:21: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:22: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:23: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:24: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:25: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:26: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:27: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:28: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:29: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:30: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:31: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:32: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:33: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:34: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:35: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:36: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:37: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:38: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:39: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:40: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:41: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:42: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:43: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:44: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:45: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:46: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:47: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:48: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:49: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:50: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:51: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:52: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:53: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:54: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:55: Latitude: 37.6928025, Longitude: -97.33805783333334
19:43:56: Latitude: 37.6928025, Longitude: -97.33805783333334
